Campaign_ID,Target_Audience,Duration,Channel_Used,Conversion_Rate,ROI,Clicks,Impressions,Date
122077,Women 25-34,60 days,Google Ads,0.06,3.68,693,3941,2021-06-16
122078,Men 25-34,45 days,Google Ads,0.02,6.73,298,8073,2021-06-17
122083,Men 18-24,45 days,YouTube,0.04,2.41,447,10000,2021-06-22
122084,All Ages,60 days,Instagram,0.15,5.73,616,3134,2021-06-23
122085,Men 18-24,60 days,YouTube,0.06,3.72,571,3677,2021-06-24
122086,Women 25-34,15 days,Instagram,0.11,8.0,326,6818,2021-06-25
122088,Women 25-34,15 days,Instagram,0.15,4.07,1000,9018,2021-06-27
122089,Women 35-44,30 days,YouTube,0.06,2.98,526,8367,2021-06-28
122091,Women 25-34,15 days,Google Ads,0.12,4.61,858,3520,2021-06-30
122429,All Ages,30 days,Instagram,0.06,4.54,1000,8088,2021-06-03
122430,Women 25-34,15 days,YouTube,0.06,3.88,458,7120,2021-06-04
122435,Men 18-24,45 days,Instagram,0.05,3.84,957,1202,2021-06-09
122445,Men 25-34,45 days,Instagram,0.02,4.1,1000,7286,2021-06-19
122449,Women 35-44,45 days,YouTube,0.02,2.56,339,10000,2021-06-23
122452,All Ages,30 days,Instagram,0.14,6.15,1000,1712,2021-06-26
122454,Men 18-24,15 days,Instagram,0.09,4.85,1000,4063,2021-06-28
122455,Men 25-34,45 days,Google Ads,0.13,4.84,889,3662,2021-06-29
122795,All Ages,15 days,Google Ads,0.12,4.31,956,9431,2021-06-04
122796,Women 35-44,45 days,YouTube,0.05,4.67,309,4171,2021-06-05
122798,Men 25-34,15 days,Google Ads,0.04,2.98,428,3379,2021-06-07
122800,Men 18-24,60 days,YouTube,0.05,2.22,508,1104,2021-06-09
122801,Women 25-34,45 days,Instagram,0.02,2.83,477,8720,2021-06-10
122803,All Ages,60 days,Instagram,0.09,4.97,1000,2993,2021-06-12
122805,Women 25-34,45 days,YouTube,0.06,4.33,250,6351,2021-06-14
122806,Women 25-34,45 days,YouTube,0.04,5.04,121,6073,2021-06-15
122811,Men 25-34,15 days,YouTube,0.04,4.99,621,1771,2021-06-20
122812,Men 18-24,30 days,YouTube,0.06,4.0,166,8182,2021-06-21
122817,Men 18-24,30 days,Instagram,0.09,3.6,870,8985,2021-06-26
122819,All Ages,60 days,YouTube,0.03,2.0,297,4128,2021-06-28
122821,Women 25-34,60 days,Google Ads,0.04,3.77,354,7974,2021-06-30
123160,Women 35-44,15 days,Google Ads,0.15,4.84,427,9020,2021-06-04
123162,Men 18-24,45 days,Google Ads,0.12,5.17,438,6639,2021-06-06
123163,Women 35-44,60 days,YouTube,0.01,3.29,378,9042,2021-06-07
123165,Men 25-34,15 days,Instagram,0.06,8.0,411,1857,2021-06-09
123166,Men 25-34,45 days,Instagram,0.13,5.54,677,2594,2021-06-10
123167,Men 25-34,15 days,Instagram,0.13,6.67,168,7994,2021-06-11
123172,Men 18-24,60 days,Instagram,0.15,6.14,1000,8754,2021-06-16
123173,Women 35-44,15 days,Google Ads,0.1,4.91,953,8321,2021-06-17
123177,Women 35-44,60 days,Google Ads,0.08,2.73,300,5158,2021-06-21
123179,All Ages,45 days,Google Ads,0.01,6.0,177,3174,2021-06-23
123185,Men 25-34,60 days,Instagram,0.15,5.5,517,3794,2021-06-29
123522,Men 25-34,45 days,Instagram,0.03,3.72,875,2869,2021-06-01
123523,Women 25-34,60 days,Google Ads,0.06,7.14,581,2654,2021-06-02
123525,Men 25-34,45 days,Instagram,0.13,3.87,797,5732,2021-06-04
123526,Men 25-34,30 days,YouTube,0.06,4.02,285,10000,2021-06-05
123527,All Ages,45 days,Google Ads,0.12,2.87,586,1056,2021-06-06
123528,Women 25-34,45 days,Instagram,0.08,2.7,980,8030,2021-06-07
123530,All Ages,30 days,Google Ads,0.07,7.0,115,1149,2021-06-09
123531,Women 25-34,60 days,Google Ads,0.09,3.23,185,8501,2021-06-10
123532,Men 18-24,60 days,Instagram,0.03,6.47,265,4760,2021-06-11
123533,Women 35-44,45 days,Google Ads,0.13,4.76,744,1527,2021-06-12
123534,All Ages,30 days,Instagram,0.14,3.39,299,1356,2021-06-13
123535,Women 25-34,30 days,YouTube,0.06,2.0,241,8592,2021-06-14
123537,Men 25-34,30 days,Instagram,0.03,7.81,209,9138,2021-06-16
123539,Men 18-24,30 days,Google Ads,0.14,4.87,204,3175,2021-06-18
123540,Men 18-24,30 days,Instagram,0.13,8.0,341,1989,2021-06-19
123542,Men 25-34,30 days,Instagram,0.15,5.9,792,4108,2021-06-21
123545,Men 18-24,60 days,YouTube,0.07,4.17,515,8568,2021-06-24
123548,Women 25-34,15 days,YouTube,0.01,2.0,256,8919,2021-06-27
123551,All Ages,45 days,Instagram,0.11,8.0,559,5178,2021-06-30
123888,Men 18-24,30 days,Instagram,0.13,8.0,924,3448,2021-06-02
123892,All Ages,15 days,Google Ads,0.11,6.76,202,2002,2021-06-06
123899,Women 35-44,60 days,Instagram,0.08,7.31,1000,8585,2021-06-13
123900,Men 25-34,60 days,YouTube,0.02,2.99,644,10000,2021-06-14
123902,All Ages,45 days,Instagram,0.11,8.0,653,9468,2021-06-16
123903,Women 35-44,15 days,YouTube,0.08,4.63,299,7193,2021-06-17
123904,Men 25-34,15 days,YouTube,0.06,2.0,492,1801,2021-06-18
123905,Men 25-34,30 days,YouTube,0.02,2.86,100,5529,2021-06-19
123906,All Ages,45 days,YouTube,0.07,3.31,136,5405,2021-06-20
123907,Women 25-34,45 days,Google Ads,0.09,6.29,838,1568,2021-06-21
123909,Women 25-34,30 days,YouTube,0.03,2.0,112,1201,2021-06-23
123911,Women 35-44,30 days,Google Ads,0.05,6.73,155,1684,2021-06-25
123913,All Ages,30 days,Google Ads,0.04,7.78,912,5327,2021-06-27
123914,All Ages,30 days,Instagram,0.15,8.0,1000,6346,2021-06-28
123915,All Ages,15 days,Instagram,0.15,8.0,344,4335,2021-06-29
123916,Men 18-24,45 days,Instagram,0.15,8.0,536,5729,2021-06-30
124252,Women 25-34,60 days,YouTube,0.06,3.42,398,4865,2021-06-01
124254,Men 18-24,45 days,Instagram,0.14,3.87,1000,3686,2021-06-03
124257,Women 35-44,15 days,Google Ads,0.12,7.91,657,2567,2021-06-06
124261,Women 35-44,60 days,Instagram,0.15,8.0,395,3984,2021-06-10
124264,Men 25-34,15 days,Google Ads,0.03,2.45,828,3202,2021-06-13
124265,Men 18-24,45 days,Instagram,0.15,4.69,1000,4946,2021-06-14
124266,Men 25-34,60 days,YouTube,0.07,2.0,497,7159,2021-06-15
124269,Women 35-44,45 days,YouTube,0.01,2.46,138,3524,2021-06-18
124272,Men 18-24,30 days,YouTube,0.02,5.09,129,4869,2021-06-21
124273,All Ages,15 days,YouTube,0.01,2.48,371,3638,2021-06-22
124274,Women 35-44,45 days,Instagram,0.14,5.24,1000,4023,2021-06-23
124276,Men 18-24,45 days,YouTube,0.07,2.01,356,1173,2021-06-25
124277,Men 25-34,60 days,YouTube,0.02,2.0,112,7569,2021-06-26
124278,Men 25-34,30 days,YouTube,0.02,5.09,461,6723,2021-06-27
124279,Men 18-24,15 days,Google Ads,0.03,3.63,703,8891,2021-06-28
124281,Women 25-34,60 days,Instagram,0.02,4.58,1000,7035,2021-06-30
124619,Women 25-34,45 days,Google Ads,0.07,2.77,846,3896,2021-06-03
124621,Men 25-34,15 days,Instagram,0.15,3.74,729,4420,2021-06-05
124624,Women 35-44,15 days,YouTube,0.06,3.26,170,8554,2021-06-08
124625,Men 25-34,60 days,Google Ads,0.08,4.37,241,6672,2021-06-09
124628,Men 18-24,30 days,Google Ads,0.12,5.44,898,6249,2021-06-12
124630,Women 25-34,60 days,Google Ads,0.06,6.97,680,1991,2021-06-14
124631,Women 35-44,15 days,YouTube,0.07,2.0,176,6361,2021-06-15
124632,Women 35-44,30 days,YouTube,0.01,3.28,112,9515,2021-06-16
124634,Men 25-34,45 days,Instagram,0.15,2.9,477,5742,2021-06-18
124635,Women 35-44,30 days,Instagram,0.15,7.96,1000,1979,2021-06-19
124638,Men 25-34,60 days,Google Ads,0.14,3.65,347,7391,2021-06-22
124639,Men 25-34,30 days,Instagram,0.11,7.77,474,4791,2021-06-23
124640,Women 35-44,15 days,Google Ads,0.12,3.15,737,1946,2021-06-24
124642,All Ages,15 days,Google Ads,0.07,7.85,394,6012,2021-06-26
124644,Men 18-24,30 days,Instagram,0.11,6.29,942,4032,2021-06-28
124645,Men 18-24,60 days,Instagram,0.09,4.43,220,3318,2021-06-29
124982,Men 25-34,45 days,YouTube,0.01,2.95,289,7411,2021-06-01
124983,All Ages,60 days,Instagram,0.03,8.0,277,4156,2021-06-02
124986,Women 35-44,30 days,YouTube,0.07,3.47,506,4173,2021-06-05
124987,Women 25-34,30 days,YouTube,0.05,4.95,636,2368,2021-06-06
124990,Women 25-34,45 days,Instagram,0.08,7.22,633,8060,2021-06-09
124993,All Ages,45 days,Google Ads,0.07,3.33,263,1696,2021-06-12
124995,Women 25-34,45 days,YouTube,0.01,3.51,601,3684,2021-06-14
124996,All Ages,30 days,Google Ads,0.08,4.46,820,7876,2021-06-15
124999,All Ages,15 days,Instagram,0.15,7.71,888,6423,2021-06-18
125000,Men 18-24,60 days,Google Ads,0.05,7.58,422,4407,2021-06-19
125001,Women 25-34,45 days,Instagram,0.06,2.64,399,8875,2021-06-20
125002,Women 35-44,30 days,Google Ads,0.14,2.33,482,2563,2021-06-21
125004,Men 25-34,60 days,YouTube,0.04,2.69,389,2606,2021-06-23
125006,Women 35-44,60 days,Instagram,0.06,5.51,1000,1424,2021-06-25
125007,All Ages,15 days,Google Ads,0.04,2.64,476,7706,2021-06-26
125347,Women 35-44,45 days,YouTube,0.07,2.0,100,7926,2021-06-01
125349,Women 25-34,15 days,Instagram,0.11,7.44,870,7427,2021-06-03
125350,Men 25-34,30 days,Google Ads,0.09,2.96,131,3582,2021-06-04
125351,All Ages,45 days,Google Ads,0.12,5.69,708,2505,2021-06-05
125354,Women 25-34,30 days,YouTube,0.02,2.0,643,8785,2021-06-08
125359,Women 25-34,15 days,Google Ads,0.02,3.3,709,4468,2021-06-13
125366,Men 18-24,15 days,YouTube,0.05,3.8,146,9283,2021-06-20
125367,All Ages,45 days,Instagram,0.09,3.7,179,9459,2021-06-21
125368,Women 25-34,45 days,Instagram,0.06,6.44,679,7644,2021-06-22
125370,Women 35-44,15 days,Google Ads,0.14,3.1,610,7598,2021-06-24
125371,Women 35-44,30 days,Instagram,0.15,5.55,477,3486,2021-06-25
125372,Men 25-34,45 days,Google Ads,0.08,4.08,288,2773,2021-06-26
125375,All Ages,45 days,YouTube,0.04,2.0,434,1808,2021-06-29
125714,All Ages,45 days,Instagram,0.15,3.52,218,1003,2021-06-03
125715,Men 25-34,15 days,YouTube,0.06,3.65,281,6945,2021-06-04
125716,Women 25-34,30 days,YouTube,0.03,3.84,618,10000,2021-06-05
125718,Women 35-44,60 days,YouTube,0.05,4.4,100,4239,2021-06-07
125720,All Ages,60 days,YouTube,0.07,2.0,363,10000,2021-06-09
125724,Women 35-44,30 days,Google Ads,0.09,3.31,105,8264,2021-06-13
125725,Women 25-34,30 days,Google Ads,0.02,6.57,309,3873,2021-06-14
125726,Women 25-34,30 days,Google Ads,0.07,7.07,615,7433,2021-06-15
125728,Men 25-34,30 days,Instagram,0.06,8.0,186,4309,2021-06-17
125732,Women 35-44,45 days,Google Ads,0.03,7.89,501,2625,2021-06-21
125733,Women 35-44,30 days,YouTube,0.07,3.46,384,2819,2021-06-22
125734,Men 25-34,60 days,Instagram,0.15,8.0,766,7954,2021-06-23
125735,Women 35-44,15 days,YouTube,0.05,2.0,171,6689,2021-06-24
125737,Women 35-44,15 days,YouTube,0.04,2.0,599,5145,2021-06-26
125740,Men 18-24,30 days,Instagram,0.11,5.02,348,6039,2021-06-29
126078,Women 35-44,15 days,Instagram,0.15,6.97,1000,6713,2021-06-02
126080,Women 35-44,60 days,Google Ads,0.14,6.74,639,2953,2021-06-04
126081,All Ages,45 days,YouTube,0.04,3.01,454,1472,2021-06-05
126082,Women 25-34,60 days,Instagram,0.05,4.21,499,8652,2021-06-06
126084,Women 35-44,60 days,Google Ads,0.06,5.18,277,7819,2021-06-08
126085,Women 35-44,45 days,Instagram,0.09,8.0,525,4095,2021-06-09
126088,Men 25-34,15 days,Instagram,0.05,4.36,1000,2726,2021-06-12
126089,Women 25-34,45 days,YouTube,0.06,2.57,387,8001,2021-06-13
126090,Women 35-44,60 days,Google Ads,0.08,5.03,294,4412,2021-06-14
126094,All Ages,60 days,YouTube,0.03,2.44,454,9148,2021-06-18
126095,Men 25-34,60 days,YouTube,0.02,2.59,528,8637,2021-06-19
126096,Women 25-34,30 days,Google Ads,0.02,7.83,223,4645,2021-06-20
126097,All Ages,30 days,YouTube,0.01,3.24,213,3467,2021-06-21
126098,Women 35-44,60 days,Google Ads,0.13,7.15,607,6411,2021-06-22
126100,Women 35-44,30 days,Google Ads,0.11,3.41,108,6863,2021-06-24
126102,Women 35-44,15 days,YouTube,0.04,2.0,527,5382,2021-06-26
126103,Men 25-34,45 days,Google Ads,0.1,6.59,545,1244,2021-06-27
126104,Men 25-34,15 days,Google Ads,0.01,3.82,172,3546,2021-06-28
126106,Women 35-44,60 days,Instagram,0.06,5.32,874,4899,2021-06-30
126442,Women 35-44,30 days,Google Ads,0.1,3.74,625,7224,2021-06-01
126443,Women 35-44,30 days,YouTube,0.03,2.0,514,9126,2021-06-02
126444,All Ages,15 days,Instagram,0.15,3.3,133,6234,2021-06-03
126446,Women 25-34,15 days,Instagram,0.15,2.94,235,9025,2021-06-05
126450,All Ages,60 days,Instagram,0.13,8.0,989,8394,2021-06-09
126452,Women 35-44,60 days,Instagram,0.08,8.0,361,2688,2021-06-11
126454,All Ages,45 days,Google Ads,0.02,2.42,169,5372,2021-06-13
126455,Women 35-44,30 days,Instagram,0.05,8.0,356,2497,2021-06-14
126456,Men 18-24,45 days,Instagram,0.06,5.71,1000,5652,2021-06-15
126457,Men 25-34,60 days,YouTube,0.06,3.19,472,4635,2021-06-16
126458,Women 35-44,15 days,Google Ads,0.05,6.69,864,2176,2021-06-17
126460,Men 25-34,15 days,Google Ads,0.11,2.05,515,6183,2021-06-19
126462,Men 18-24,45 days,YouTube,0.01,4.88,365,7635,2021-06-21
126464,Women 35-44,45 days,Instagram,0.15,5.15,1000,1003,2021-06-23
126465,Men 25-34,45 days,Google Ads,0.12,2.64,197,8469,2021-06-24
126466,Women 35-44,30 days,YouTube,0.06,3.35,239,10000,2021-06-25
126467,Men 25-34,15 days,Instagram,0.11,7.53,157,1175,2021-06-26
126468,Men 18-24,45 days,Instagram,0.15,8.0,471,5174,2021-06-27
126469,Women 35-44,60 days,Instagram,0.14,8.0,854,1099,2021-06-28
126471,Men 18-24,15 days,Google Ads,0.06,3.14,271,6184,2021-06-30
126807,Women 35-44,60 days,Instagram,0.15,8.0,1000,6794,2021-06-01
126813,Men 25-34,45 days,YouTube,0.03,3.48,273,1162,2021-06-07
126814,Women 25-34,60 days,Google Ads,0.13,7.05,437,5802,2021-06-08
126816,All Ages,60 days,YouTube,0.06,2.0,643,2687,2021-06-10
126817,Women 35-44,60 days,Google Ads,0.02,4.65,927,9640,2021-06-11
126820,Women 35-44,15 days,Instagram,0.15,8.0,296,8250,2021-06-14
126821,Women 25-34,15 days,Instagram,0.08,8.0,1000,4114,2021-06-15
126823,All Ages,15 days,Google Ads,0.07,3.58,266,8160,2021-06-17
126825,Women 35-44,45 days,Instagram,0.08,4.49,187,3863,2021-06-19
126826,All Ages,60 days,YouTube,0.06,2.0,619,9011,2021-06-20
126827,Men 18-24,45 days,YouTube,0.02,2.0,389,6514,2021-06-21
126828,Men 18-24,15 days,YouTube,0.02,2.0,633,3435,2021-06-22
126830,Men 25-34,15 days,Google Ads,0.14,2.06,246,6179,2021-06-24
126831,All Ages,30 days,Google Ads,0.04,2.47,472,4903,2021-06-25
126834,Men 18-24,15 days,Instagram,0.15,5.93,780,1792,2021-06-28
126836,Men 25-34,45 days,Google Ads,0.09,4.46,832,9541,2021-06-30
127174,Men 18-24,15 days,Google Ads,0.11,5.87,854,7288,2021-06-03
127175,Men 18-24,30 days,Google Ads,0.07,7.76,327,8388,2021-06-04
127177,Women 25-34,30 days,Instagram,0.13,5.25,200,6543,2021-06-06
127178,All Ages,45 days,Instagram,0.14,5.0,160,3039,2021-06-07
127183,Men 18-24,45 days,Google Ads,0.06,5.32,916,7321,2021-06-12
127184,Men 25-34,30 days,YouTube,0.07,4.06,100,9513,2021-06-13
127187,Men 25-34,30 days,Instagram,0.05,7.38,850,4498,2021-06-16
127189,All Ages,60 days,Instagram,0.11,7.79,1000,3539,2021-06-18
127190,Women 35-44,15 days,Instagram,0.09,6.67,1000,6854,2021-06-19
127191,Men 18-24,30 days,Instagram,0.09,8.0,523,1393,2021-06-20
127192,Women 35-44,30 days,YouTube,0.04,2.0,280,3313,2021-06-21
127194,Women 25-34,45 days,Google Ads,0.11,7.95,731,8496,2021-06-23
127195,All Ages,30 days,YouTube,0.06,2.05,426,10000,2021-06-24
127197,All Ages,30 days,YouTube,0.03,2.53,124,2984,2021-06-26
127198,Women 35-44,30 days,Instagram,0.15,2.7,1000,3574,2021-06-27
127200,Men 18-24,15 days,YouTube,0.08,3.65,224,1495,2021-06-29
127538,All Ages,45 days,YouTube,0.01,2.27,337,10000,2021-06-02
127541,Men 18-24,45 days,Google Ads,0.11,7.29,915,8689,2021-06-05
127542,Men 25-34,45 days,YouTube,0.01,3.92,283,10000,2021-06-06
127543,All Ages,30 days,Google Ads,0.1,3.26,523,9564,2021-06-07
127544,Women 35-44,30 days,YouTube,0.02,5.04,530,8495,2021-06-08
127545,Men 18-24,45 days,YouTube,0.02,2.69,255,10000,2021-06-09
127546,Women 25-34,60 days,YouTube,0.01,3.48,103,9953,2021-06-10
127547,Women 35-44,60 days,Instagram,0.09,2.92,1000,4046,2021-06-11
127548,All Ages,60 days,YouTube,0.06,2.0,287,7072,2021-06-12
127549,Men 25-34,30 days,Instagram,0.06,8.0,342,9297,2021-06-13
127550,Men 18-24,30 days,Instagram,0.02,5.38,853,5070,2021-06-14
127551,Men 25-34,60 days,YouTube,0.03,2.7,588,3081,2021-06-15
127552,Men 25-34,30 days,Instagram,0.15,6.63,781,5656,2021-06-16
127553,Women 35-44,45 days,Google Ads,0.13,5.82,200,4064,2021-06-17
127555,Women 35-44,30 days,Google Ads,0.12,5.47,441,9652,2021-06-19
127556,Women 35-44,60 days,Google Ads,0.03,5.3,565,8128,2021-06-20
127557,Women 35-44,30 days,Google Ads,0.04,4.1,189,3709,2021-06-21
127561,All Ages,60 days,YouTube,0.01,4.57,311,6915,2021-06-25
127563,Women 35-44,15 days,Google Ads,0.09,3.23,257,5939,2021-06-27
127566,Women 35-44,15 days,YouTube,0.08,4.49,639,3270,2021-06-30
127910,Men 18-24,30 days,Instagram,0.03,7.24,1000,8324,2021-06-09
127912,Women 35-44,45 days,Google Ads,0.13,6.65,599,7448,2021-06-11
127914,Men 18-24,15 days,Google Ads,0.03,4.88,416,7286,2021-06-13
127915,All Ages,45 days,YouTube,0.07,2.78,332,5845,2021-06-14
127917,Men 18-24,60 days,YouTube,0.08,2.06,100,1848,2021-06-16
127918,Women 35-44,45 days,Google Ads,0.03,5.2,812,8322,2021-06-17
127920,Women 25-34,30 days,YouTube,0.04,2.0,611,7912,2021-06-19
127921,Men 25-34,30 days,Instagram,0.05,8.0,547,4388,2021-06-20
127926,Men 25-34,60 days,Instagram,0.15,7.07,954,8157,2021-06-25
127927,All Ages,15 days,YouTube,0.07,2.0,437,4690,2021-06-26
127928,All Ages,15 days,Instagram,0.14,3.03,1000,3703,2021-06-27
127929,Women 25-34,15 days,Google Ads,0.02,6.89,373,2738,2021-06-28
127930,Men 25-34,45 days,Instagram,0.15,7.79,1000,7759,2021-06-29
127931,Men 25-34,30 days,YouTube,0.04,3.71,541,5591,2021-06-30
128269,Women 35-44,60 days,Instagram,0.09,4.06,1000,4187,2021-06-03
128270,Men 18-24,30 days,Instagram,0.15,8.0,303,1856,2021-06-04
128272,Men 18-24,15 days,Instagram,0.05,3.26,259,1874,2021-06-06
128273,Men 18-24,30 days,Instagram,0.14,8.0,1000,7400,2021-06-07
128274,Women 25-34,60 days,Instagram,0.13,8.0,1000,5880,2021-06-08
128277,Men 18-24,30 days,YouTube,0.01,2.59,547,8892,2021-06-11
128279,All Ages,60 days,Google Ads,0.12,4.93,371,6509,2021-06-13
128281,Women 35-44,30 days,Google Ads,0.14,6.8,196,2424,2021-06-15
128282,Women 35-44,15 days,Instagram,0.15,7.1,1000,4468,2021-06-16
128286,Women 25-34,45 days,YouTube,0.03,2.0,569,7941,2021-06-20
128288,Men 25-34,15 days,YouTube,0.08,3.57,255,9363,2021-06-22
128292,Men 25-34,30 days,Instagram,0.15,7.4,827,1728,2021-06-26
128632,Women 35-44,60 days,Google Ads,0.02,5.95,658,3094,2021-06-01
128633,Women 35-44,60 days,YouTube,0.07,3.71,176,2005,2021-06-02
128634,Women 25-34,15 days,Google Ads,0.05,5.82,728,3690,2021-06-03
128638,Men 18-24,60 days,Google Ads,0.12,4.54,650,3295,2021-06-07
128639,Men 25-34,45 days,Google Ads,0.15,2.69,174,6121,2021-06-08
128642,Women 35-44,60 days,YouTube,0.02,3.22,309,7703,2021-06-11
128644,All Ages,30 days,Google Ads,0.14,3.32,895,7868,2021-06-13
128645,Men 25-34,45 days,Google Ads,0.06,2.73,543,7159,2021-06-14
128648,Men 25-34,15 days,Instagram,0.03,3.6,666,7894,2021-06-17
128650,Men 18-24,60 days,Google Ads,0.03,2.17,900,5120,2021-06-19
128652,Women 25-34,15 days,Google Ads,0.13,6.79,498,8532,2021-06-21
128653,Men 18-24,15 days,Google Ads,0.02,2.51,429,2453,2021-06-22
128655,Men 18-24,30 days,YouTube,0.06,2.0,491,5796,2021-06-24
128657,Women 25-34,60 days,Google Ads,0.13,2.58,690,6028,2021-06-26
128658,Women 25-34,15 days,YouTube,0.04,2.0,458,3678,2021-06-27
128660,Men 18-24,60 days,Instagram,0.15,6.1,1000,6072,2021-06-29
128661,Women 35-44,15 days,Instagram,0.14,3.76,742,3623,2021-06-30
128997,Women 35-44,60 days,YouTube,0.07,3.29,512,3839,2021-06-01
128998,Women 25-34,60 days,YouTube,0.04,4.81,188,10000,2021-06-02
128999,All Ages,60 days,Google Ads,0.06,3.78,278,2648,2021-06-03
129001,All Ages,60 days,Google Ads,0.08,6.55,954,2905,2021-06-05
129002,Women 25-34,30 days,Instagram,0.09,3.69,1000,7670,2021-06-06
129005,Women 25-34,30 days,Instagram,0.09,6.4,1000,7579,2021-06-09
129007,Men 18-24,15 days,YouTube,0.02,2.01,606,5323,2021-06-11
129008,Men 18-24,45 days,Instagram,0.11,7.37,346,1234,2021-06-12
129011,Men 25-34,60 days,YouTube,0.03,2.0,595,8252,2021-06-15
129012,Men 18-24,15 days,Google Ads,0.09,3.58,639,4710,2021-06-16
129014,Men 25-34,30 days,Google Ads,0.06,5.32,517,5440,2021-06-18
129017,Men 18-24,60 days,Instagram,0.09,3.28,481,2363,2021-06-21
129022,Women 35-44,60 days,Instagram,0.15,5.4,344,8548,2021-06-26
129023,Women 25-34,45 days,Google Ads,0.03,2.85,378,5040,2021-06-27
129026,Men 25-34,60 days,YouTube,0.03,2.38,211,2231,2021-06-30
129363,Men 18-24,30 days,Instagram,0.03,5.26,317,4222,2021-06-02
129365,All Ages,60 days,Instagram,0.11,6.37,278,8973,2021-06-04
129367,Men 25-34,45 days,Google Ads,0.07,4.04,924,5947,2021-06-06
129370,Women 25-34,45 days,Instagram,0.11,4.59,718,4019,2021-06-09
129372,Women 25-34,60 days,YouTube,0.08,3.49,369,9101,2021-06-11
129373,Men 25-34,60 days,Google Ads,0.1,5.86,785,8241,2021-06-12
129374,Men 18-24,60 days,Instagram,0.15,8.0,810,4752,2021-06-13
129375,Women 25-34,60 days,Google Ads,0.1,2.86,578,3090,2021-06-14
129376,Women 35-44,30 days,Instagram,0.15,8.0,1000,5114,2021-06-15
129378,Men 18-24,60 days,Google Ads,0.07,4.81,206,7996,2021-06-17
129379,Men 25-34,30 days,Google Ads,0.06,6.76,236,8392,2021-06-18
129381,Men 25-34,30 days,Instagram,0.05,5.21,1000,5175,2021-06-20
129382,Women 35-44,45 days,YouTube,0.04,2.75,575,8979,2021-06-21
129385,All Ages,30 days,Google Ads,0.12,7.9,481,9541,2021-06-24
129388,Men 18-24,15 days,YouTube,0.08,4.56,577,5903,2021-06-27
129389,Women 25-34,45 days,YouTube,0.07,2.0,123,6576,2021-06-28
129391,Men 25-34,60 days,YouTube,0.01,3.05,494,4246,2021-06-30
129727,Women 25-34,45 days,YouTube,0.06,3.37,274,7208,2021-06-01
129728,All Ages,15 days,Google Ads,0.11,5.96,900,3330,2021-06-02
129735,Women 25-34,15 days,Google Ads,0.09,4.12,994,9092,2021-06-09
129736,Women 35-44,60 days,YouTube,0.06,3.32,401,6245,2021-06-10
129740,Men 18-24,60 days,YouTube,0.02,3.35,462,5553,2021-06-14
129741,Men 18-24,15 days,YouTube,0.08,3.93,633,4547,2021-06-15
129744,Men 25-34,30 days,Google Ads,0.14,7.64,503,8302,2021-06-18
129745,Men 25-34,45 days,Instagram,0.15,4.1,1000,8329,2021-06-19
129746,Women 25-34,30 days,Instagram,0.15,8.0,1000,2490,2021-06-20
129748,Women 25-34,15 days,Google Ads,0.13,5.86,758,2644,2021-06-22
129749,Men 18-24,30 days,Google Ads,0.09,6.72,297,8101,2021-06-23
129750,Women 35-44,15 days,Instagram,0.13,7.9,532,8533,2021-06-24
129751,Women 35-44,15 days,YouTube,0.05,2.68,566,5423,2021-06-25
129754,Women 35-44,15 days,Google Ads,0.09,4.29,193,3518,2021-06-28
129755,Men 25-34,15 days,Instagram,0.08,5.84,738,3533,2021-06-29
129756,Women 25-34,60 days,YouTube,0.04,3.08,300,1181,2021-06-30
130093,Men 18-24,60 days,Instagram,0.06,3.24,649,6315,2021-06-02
130094,Men 25-34,60 days,YouTube,0.06,3.28,428,6877,2021-06-03
130095,Men 18-24,45 days,Instagram,0.11,8.0,523,7637,2021-06-04
130096,Women 25-34,30 days,Instagram,0.13,2.95,832,6069,2021-06-05
130097,Men 18-24,60 days,Google Ads,0.05,7.77,358,5406,2021-06-06
130099,Men 25-34,30 days,Google Ads,0.14,5.33,887,6634,2021-06-08
130100,Men 25-34,45 days,YouTube,0.08,3.64,575,2212,2021-06-09
130101,All Ages,30 days,Google Ads,0.02,7.56,620,5767,2021-06-10
130105,All Ages,60 days,YouTube,0.03,2.36,100,9516,2021-06-14
130106,Men 25-34,15 days,Google Ads,0.12,6.8,587,2825,2021-06-15
130108,Men 25-34,15 days,Google Ads,0.02,2.9,729,2658,2021-06-17
130109,Men 18-24,15 days,Instagram,0.15,3.41,890,1055,2021-06-18
130110,Men 18-24,45 days,YouTube,0.07,4.33,134,1736,2021-06-19
130112,Women 35-44,30 days,Google Ads,0.02,3.57,809,8242,2021-06-21
130114,Women 35-44,15 days,YouTube,0.02,5.09,560,6287,2021-06-23
130117,All Ages,15 days,Instagram,0.15,3.91,182,8478,2021-06-26
130119,All Ages,45 days,Instagram,0.15,7.58,529,4681,2021-06-28
130120,All Ages,45 days,Instagram,0.15,6.01,1000,5122,2021-06-29
130121,Men 18-24,60 days,Google Ads,0.07,3.05,366,5587,2021-06-30
130459,Women 25-34,60 days,Google Ads,0.07,5.62,846,6376,2021-06-03
130460,Men 25-34,45 days,Google Ads,0.03,2.45,612,8790,2021-06-04
130461,Men 18-24,60 days,Instagram,0.03,8.0,540,1390,2021-06-05
130462,All Ages,60 days,YouTube,0.07,4.37,395,4954,2021-06-06
